sułtanat omanu	pl	SPACE
struktura społeczna	pl	SPACE
stolica apostolska	pl	SPACE
śpiączka afrykańska	pl	SPACE
sektor prywatny	pl	SPACE
rozwój społeczny	pl	SPACE
rozmnażanie bezpłciowe	pl	SPACE
republika środkowoafrykańska	pl	SPACE
republika słowenii	pl	SPACE
republika południowej afryki	pl	SPACE
republika peru	pl	SPACE
republika mali	pl	SPACE
republika liberii	pl	SPACE
republika jemeńska	pl	SPACE
republika haiti	pl	SPACE
republika gwatemali	pl	SPACE
republika finlandii	pl	SPACE
republika filipin	pl	SPACE
republika federalna niemiec	pl	SPACE
republika cypryjska	pl	SPACE
republika argentyńska	pl	SPACE
reforma rolna	pl	SPACE
public relations	pl	SPACE
przemysł spożywczy	pl	SPACE
przemysł rybny	pl	SPACE
promieniowanie podczerwone	pl	SPACE
promieniowanie elektromagnetyczne	pl	SPACE
produkt narodowy brutto	pl	SPACE
prawo pracy	pl	SPACE
prawa człowieka	pl	SPACE
płyn mózgowo-rdzeniowy	pl	SPACE -
płyn mózgowo-rdzeniowy	pl	- SPACE
płazy bezogonowe	pl	SPACE
pierwsza pomoc	pl	SPACE
pęcherzyk żółciowy	pl	SPACE
pęcherz moczowy	pl	SPACE
olej lniany	pl	SPACE
odpady przemysłowe	pl	SPACE
ochrona zdrowia	pl	SPACE
ochrona przyrody	pl	SPACE
nowa kaledonia	pl	SPACE
niemcy wschodnie	pl	SPACE
nadtlenek wodoru	pl	SPACE
morze śródziemne	pl	SPACE
morze czarne	pl	SPACE
mięso drobiowe	pl	SPACE
medycyna weterynaryjna	pl	SPACE
materiał wybuchowy	pl	SPACE
mączka rybna	pl	SPACE
ludowa republika bangladeszu	pl	SPACE
łańcuch pokarmowy	pl	SPACE
kwas siarkowy	pl	SPACE
kwas salicylowy	pl	SPACE
kwas mlekowy	pl	SPACE
kwas borowy	pl	SPACE
kwas benzoesowy	pl	SPACE
kwas azotowy	pl	SPACE
kwas asparaginowy	pl	SPACE
krzepnięcie krwi	pl	SPACE
królestwo bhutanu	pl	SPACE
królestwo arabii saudyjskiej	pl	SPACE
kraje rozwijające się	pl	SPACE
kość promieniowa	pl	SPACE
kooperacyjna republika gujany	pl	SPACE
kauczuk syntetyczny	pl	SPACE
jelito ślepe	pl	SPACE
jelito grube	pl	SPACE
jelito cienkie	pl	SPACE
inżynieria biomedyczna	pl	SPACE
hodowla zwierząt	pl	SPACE
gorączka q	pl	SPACE
gaz błotny	pl	SPACE
finanse publiczne	pl	SPACE
efekt cieplarniany	pl	SPACE
dna moczanowa	pl	SPACE
demokratyczna republika konga	pl	SPACE
cukier trzcinowy	pl	SPACE
ciało stałe	pl	SPACE
chromatografia gazowa	pl	SPACE
choroba zakaźna	pl	SPACE
chlorek sodu	pl	SPACE
chlorek amonu	pl	SPACE
chińska republika ludowa	pl	SPACE
cewka moczowa	pl	SPACE
borówka brusznica	pl	SPACE
bliski wschód	pl	SPACE
azja wschodnia	pl	SPACE
azja środkowa	pl	SPACE
antigua i barbuda	pl	SPACE
analiza regresji	pl	SPACE
algierska republika ludowo-demokratyczna	pl	SPACE -
algierska republika ludowo-demokratyczna	pl	- SPACE
aldehyd octowy	pl	SPACE
afryka północna	pl	SPACE
żywienie zwierząt	pl	SPACE
związek zawodowy	pl	SPACE
żółta febra	pl	SPACE
zgorzel gazowa	pl	SPACE
zasoby wodne	pl	SPACE
zarządzanie ryzykiem	pl	SPACE
zaraza stadnicza	pl	SPACE
wyspy salomona	pl	SPACE
wymiennik ciepła	pl	SPACE
wydatki publiczne	pl	SPACE
wydajność pracy	pl	SPACE
wybrzeże kości słoniowej	pl	SPACE
współpraca międzynarodowa	pl	SPACE
wspólnota bahamów	pl	SPACE
wody terytorialne	pl	SPACE
woda morska	pl	SPACE
woda mineralna	pl	SPACE
włókno sztuczne	pl	SPACE
witamina e	pl	SPACE
witamina d	pl	SPACE
wielkie księstwo luksemburga	pl	SPACE
węglowodory aromatyczne	pl	SPACE
węgiel aktywny	pl	SPACE
użytki zielone	pl	SPACE
uzdatnianie wody	pl	SPACE
układ trawienny	pl	SPACE
układ pokarmowy	pl	SPACE
układ krążenia	pl	SPACE
uczenie się	pl	SPACE
trzoda chlewna	pl	SPACE
trzeci świat	pl	SPACE
trynidad i tobago	pl	SPACE
transport lotniczy	pl	SPACE
transfer technologii	pl	SPACE
tlenek wodoru	pl	SPACE
timor wschodni	pl	SPACE
temperatura topnienia	pl	SPACE
technologia żywności	pl	SPACE
szyjka macicy	pl	SPACE
sztuczne zapłodnienie	pl	SPACE
szpiczak mnogi	pl	SPACE
szerokość geograficzna	pl	SPACE
stwardnienie rozsiane	pl	SPACE
stan cywilny	pl	SPACE
środek konserwujący	pl	SPACE
skrzynia biegów	pl	SPACE
siarczan wapnia	pl	SPACE
samoa amerykańskie	pl	SPACE
rzemiosło artystyczne	pl	SPACE
rynek pracy	pl	SPACE
rozedma płuc	pl	SPACE
rolnictwo ekologiczne	pl	SPACE
rezerwat przyrody	pl	SPACE
republika zambii	pl	SPACE
republika włoska	pl	SPACE
republika węgierska	pl	SPACE
republika uzbekistanu	pl	SPACE
republika tunezyjska	pl	SPACE
republika singapuru	pl	SPACE
republika sierra leone	pl	SPACE
republika senegalu	pl	SPACE
republika rwandy	pl	SPACE
republika portugalska	pl	SPACE
republika malawi	pl	SPACE
republika litewska	pl	SPACE
republika kuby	pl	SPACE
republika kostaryki	pl	SPACE
republika kolumbii	pl	SPACE
republika kenii	pl	SPACE
republika kamerunu	pl	SPACE
republika islandii	pl	SPACE
republika indonezji	pl	SPACE
republika indii	pl	SPACE
republika hondurasu	pl	SPACE
republika gwinei równikowej	pl	SPACE
republika gwinei	pl	SPACE
republika gwinei bissau	pl	SPACE
republika grecka	pl	SPACE
republika ghany	pl	SPACE
republika gambii	pl	SPACE
republika gabońska	pl	SPACE
republika francuska	pl	SPACE
republika estońska	pl	SPACE
republika ekwadoru	pl	SPACE
republika czeska	pl	SPACE
republika czadu	pl	SPACE
republika chorwacji	pl	SPACE
republika chile	pl	SPACE
republika burundi	pl	SPACE
republika bułgarii	pl	SPACE
republika botswany	pl	SPACE
republika beninu	pl	SPACE
republika azerbejdżanu	pl	SPACE
republika austrii	pl	SPACE
republika armenii	pl	SPACE
rdzeń przedłużony	pl	SPACE
pszenica zwyczajna	pl	SPACE
przetwarzanie danych	pl	SPACE
przemysł włókienniczy	pl	SPACE
przemysł tytoniowy	pl	SPACE
przemysł skórzany	pl	SPACE
przemysł drzewny	pl	SPACE
przemysł chemiczny	pl	SPACE
program nauczania	pl	SPACE
produkt uboczny	pl	SPACE
produkcja zwierzęca	pl	SPACE
prawo podatkowe	pl	SPACE
prawo morskie	pl	SPACE
prawo karne	pl	SPACE
prawo handlowe	pl	SPACE
prawo cywilne	pl	SPACE
prawo administracyjne	pl	SPACE
powrózek nasienny	pl	SPACE
pora roku	pl	SPACE
polityka społeczna	pl	SPACE
polityka rolna	pl	SPACE
pole widzenia	pl	SPACE
pole elektryczne	pl	SPACE
pęcherz pławny	pl	SPACE
para wodna	pl	SPACE
papua-nowa gwinea	pl	SPACE -
papua-nowa gwinea	pl	- SPACE
orzech włoski	pl	SPACE
opieka społeczna	pl	SPACE
olej sojowy	pl	SPACE
olej rycynowy	pl	SPACE
olej napędowy	pl	SPACE
olej mineralny	pl	SPACE
odpady komunalne	pl	SPACE
ocean spokojny	pl	SPACE
ocean indyjski	pl	SPACE
nauki o ziemi	pl	SPACE
nadmanganian potasu	pl	SPACE
miód pitny	pl	SPACE
metale ciężkie	pl	SPACE
meksykańskie stany zjednoczone	pl	SPACE
maszyny rolnicze	pl	SPACE
kwasy tłuszczowe	pl	SPACE
kwasy nukleinowe	pl	SPACE
kwas węglowy	pl	SPACE
kwas szczawiowy	pl	SPACE
kwas oleinowy	pl	SPACE
kwas octowy	pl	SPACE
kwas masłowy	pl	SPACE
kwas linolowy	pl	SPACE
kwas hialuronowy	pl	SPACE
kwas foliowy	pl	SPACE
kwas cytrynowy	pl	SPACE
kwas chlorowodorowy	pl	SPACE
kwas bursztynowy	pl	SPACE
kwas arachidonowy	pl	SPACE
księstwo monako	pl	SPACE
królestwo tonga	pl	SPACE
królestwo tajlandii	pl	SPACE
królestwo niderlandów	pl	SPACE
królestwo hiszpanii	pl	SPACE
królestwo danii	pl	SPACE
kość piszczelowa	pl	SPACE
korea południowa	pl	SPACE
korea północna	pl	SPACE
kontrola jakości	pl	SPACE
konfederacja szwajcarska	pl	SPACE
kauczuk naturalny	pl	SPACE
kasztan jadalny	pl	SPACE
kasza jaglana	pl	SPACE
jelito czcze	pl	SPACE
jama nosowa	pl	SPACE
jakość życia	pl	SPACE
jądro komórkowe	pl	SPACE
islamskie państwo afganistanu	pl	SPACE
islamska republika mauretańska	pl	SPACE
islamska republika afganistanu	pl	SPACE
inżynieria lądowa	pl	SPACE
inżynieria chemiczna	pl	SPACE
inwentarz żywy	pl	SPACE
handel międzynarodowy	pl	SPACE
guma arabska	pl	SPACE
gujana francuska	pl	SPACE
gospodarstwo domowe	pl	SPACE
globalne ocieplenie	pl	SPACE
gaz kopalniany	pl	SPACE
fizyka jądrowa	pl	SPACE
federacyjna republika brazylii	pl	SPACE
federacja rosyjska	pl	SPACE
europa zachodnia	pl	SPACE
europa wschodnia	pl	SPACE
energia geotermiczna	pl	SPACE
ekspresja genu	pl	SPACE
działalność gospodarcza	pl	SPACE
dostęp do informacji	pl	SPACE
dochód narodowy	pl	SPACE
czterochlorek węgla	pl	SPACE
cykl komórkowy	pl	SPACE
ciśnienie osmotyczne	pl	SPACE
cibora jadalna	pl	SPACE
chów wsobny	pl	SPACE
choroba popromienna	pl	SPACE
chlorek winylu	pl	SPACE
chemia nieorganiczna	pl	SPACE
bylica piołun	pl	SPACE
burak zwyczajny	pl	SPACE
broń palna	pl	SPACE
broń jądrowa	pl	SPACE
bilans wodny	pl	SPACE
bieluń dziędzierzawa	pl	SPACE
badania naukowe	pl	SPACE
arabska republika egiptu	pl	SPACE
antyle holenderskie	pl	SPACE
analiza finansowa	pl	SPACE
ameryka łacińska	pl	SPACE
ameryka centralna	pl	SPACE
aldehyd mrówkowy	pl	SPACE
administracja publiczna	pl	SPACE
związek komorów	pl	SPACE
związek chemiczny	pl	SPACE
zmiana klimatu	pl	SPACE
zjednoczone królestwo wielkiej brytanii i irlandii północnej	pl	SPACE
zimna wojna	pl	SPACE
ziele angielskie	pl	SPACE
zdrowie zwierząt	pl	SPACE
zbiornik wodny	pl	SPACE
zasoby genetyczne	pl	SPACE
zarządzanie wiedzą	pl	SPACE
zapalenie mózgu	pl	SPACE
zaopatrzenie w wodę	pl	SPACE
wzrost gospodarczy	pl	SPACE
wyszukiwanie informacji	pl	SPACE
wyspy świętego tomasza i książęca	pl	SPACE
wyrostek robaczkowy	pl	SPACE
wymiana jonowa	pl	SPACE
wspólnota dominiki	pl	SPACE
wschodnia republika urugwaju	pl	SPACE
wołek zbożowy	pl	SPACE
wody podziemne	pl	SPACE
wodorotlenek wapnia	pl	SPACE
wodorotlenek sodu	pl	SPACE
woda słona	pl	SPACE
woda pitna	pl	SPACE
woda gruntowa	pl	SPACE
wirus wścieklizny	pl	SPACE
wilec ziemniaczany	pl	SPACE
wilczomlecz nadobny	pl	SPACE
wielbłąd jednogarbny	pl	SPACE
wielbłąd dwugarbny	pl	SPACE
węgiel (pierwiastek)	pl	SPACE ) (
węgiel (pierwiastek)	pl	SPACE ( )
węgiel (pierwiastek)	pl	) SPACE (
węgiel kamienny	pl	SPACE
wartość dodana	pl	SPACE
uprawa roli	pl	SPACE
układ limfatyczny	pl	SPACE
udar słoneczny	pl	SPACE
transport drogowy	pl	SPACE
topola czarna	pl	SPACE
tlenek wapnia	pl	SPACE
temperatura powietrza	pl	SPACE
szelf kontynentalny	pl	SPACE
szarańcza wędrowna	pl	SPACE
szałwia lekarska	pl	SPACE
system podatkowy	pl	SPACE
system informacyjny	pl	SPACE
sukcesja ekologiczna	pl	SPACE
substancja toksyczna	pl	SPACE
strefa klimatyczna	pl	SPACE
stosunki międzynarodowe	pl	SPACE
statek rybacki	pl	SPACE
stan posiadania	pl	SPACE
środek transportu	pl	SPACE
sprzęt laboratoryjny	pl	SPACE
sprzęt komputerowy	pl	SPACE
sprzedaż bezpośrednia	pl	SPACE
spis ludności	pl	SPACE
sosna zwyczajna	pl	SPACE
sok żołądkowy	pl	SPACE
sok trzustkowy	pl	SPACE
służba wojskowa	pl	SPACE
skóra właściwa	pl	SPACE
silnik spalinowy	pl	SPACE
siła ciężkości	pl	SPACE
sen zimowy	pl	SPACE
sekwencja aminokwasów	pl	SPACE
sektor publiczny	pl	SPACE
sekcja zwłok	pl	SPACE
samorząd terytorialny	pl	SPACE
saint vincent i grenadyny	pl	SPACE
saint lucia	pl	SPACE
ruch naturalny ludności	pl	SPACE
rozwój gospodarczy	pl	SPACE
różnorodność biologiczna	pl	SPACE
rozmnażanie płciowe	pl	SPACE
rośliny zarodnikowe	pl	SPACE
rokietta siewna	pl	SPACE
rezerwat biosfery	pl	SPACE
republika zimbabwe	pl	SPACE
republika ugandy	pl	SPACE
republika tadżykistanu	pl	SPACE
republika surinamu	pl	SPACE
republika sudanu	pl	SPACE
republika seszeli	pl	SPACE
republika san marino	pl	SPACE
republika paragwaju	pl	SPACE
republika panamy	pl	SPACE
republika palau	pl	SPACE
republika nikaragui	pl	SPACE
republika nigru	pl	SPACE
republika nauru	pl	SPACE
republika mozambiku	pl	SPACE
republika mauritiusu	pl	SPACE
republika malediwów	pl	SPACE
republika łotewska	pl	SPACE
republika libańska	pl	SPACE
republika korei	pl	SPACE
republika iraku	pl	SPACE
republika fidżi	pl	SPACE
republika dżibuti	pl	SPACE
republika dominikańska	pl	SPACE
republika białorusi	pl	SPACE
republika angoli	pl	SPACE
rekombinacja genetyczna	pl	SPACE
recesja gospodarcza	pl	SPACE
reakcja chemiczna	pl	SPACE
rafa koralowa	pl	SPACE
rachunek prawdopodobieństwa	pl	SPACE
pszczoła miodna	pl	SPACE
pstrąg tęczowy	pl	SPACE
przysadka mózgowa	pl	SPACE
przewodnictwo cieplne	pl	SPACE
przepuklina przeponowa	pl	SPACE
przemysł farmaceutyczny	pl	SPACE
przeciwciała monoklonalne	pl	SPACE
promieniowanie słoneczne	pl	SPACE
programowanie liniowe	pl	SPACE
program komputerowy	pl	SPACE
prawo zwyczajowe	pl	SPACE
prawo własności	pl	SPACE
prawo ochrony środowiska	pl	SPACE
prawo autorskie	pl	SPACE
prąd elektryczny	pl	SPACE
pracownik naukowy	pl	SPACE
poziomka pospolita	pl	SPACE
poproch cetyniak	pl	SPACE
pompa ciepła	pl	SPACE
pomoc społeczna	pl	SPACE
polityka zdrowotna	pl	SPACE
polityka podatkowa	pl	SPACE
polityka leśna	pl	SPACE
polinezja francuska	pl	SPACE
pole magnetyczne	pl	SPACE
pokrzywa zwyczajna	pl	SPACE
poczta elektroniczna	pl	SPACE
pluskwiaki różnoskrzydłe	pl	SPACE
piłka nożna	pl	SPACE
pieprzyca siewna	pl	SPACE
park narodowy	pl	SPACE
państwo katar	pl	SPACE
państwo izrael	pl	SPACE
ośrodkowy układ nerwowy	pl	SPACE
osoba prawna	pl	SPACE
osoba fizyczna	pl	SPACE
organizacja międzynarodowa	pl	SPACE
olej słonecznikowy	pl	SPACE
olej rzepakowy	pl	SPACE
ogród zoologiczny	pl	SPACE
ogród botaniczny	pl	SPACE
odpady rolnicze	pl	SPACE
odpady promieniotwórcze	pl	SPACE
odpady organiczne	pl	SPACE
odma opłucnowa	pl	SPACE
oczyszczanie ścieków	pl	SPACE
ochrona wód	pl	SPACE
ocean atlantycki	pl	SPACE
ocean arktyczny	pl	SPACE
obszar chroniony	pl	SPACE
niezależne państwo samoa	pl	SPACE
niezależne państwo papui-nowej gwinei	pl	SPACE -
niezależne państwo papui-nowej gwinei	pl	- SPACE
niemiecka republika demokratyczna	pl	SPACE
niemcy zachodnie	pl	SPACE
niedoczynność tarczycy	pl	SPACE
nawóz organiczny	pl	SPACE
nauki przyrodnicze	pl	SPACE
nauki fizyczne	pl	SPACE
nauczanie na odległość	pl	SPACE
nadciśnienie tętnicze	pl	SPACE
morze kaspijskie	pl	SPACE
morze egejskie	pl	SPACE
morze bałtyckie	pl	SPACE
monitoring środowiska	pl	SPACE
moc elektryczna	pl	SPACE
mleko w proszku	pl	SPACE
mleczko pszczele	pl	SPACE
mięta pieprzowa	pl	SPACE
miejsce pracy	pl	SPACE
metabolizm energetyczny	pl	SPACE
melisa lekarska	pl	SPACE
medycyna pracy	pl	SPACE
mechanika płynów	pl	SPACE
materiał budowlany	pl	SPACE
lucerna siewna	pl	SPACE
lnicznik siewny	pl	SPACE
lis polarny	pl	SPACE
leki weterynaryjne	pl	SPACE
lekarz weterynarii	pl	SPACE
kwas palmitynowy	pl	SPACE
kwaśny deszcz	pl	SPACE
kwas mrówkowy	pl	SPACE
kwas moczowy	pl	SPACE
kwas maleinowy	pl	SPACE
kwas galusowy	pl	SPACE
kurs walutowy	pl	SPACE
księstwo andory	pl	SPACE
królestwo szwecji	pl	SPACE
królestwo suazi	pl	SPACE
królestwo lesotho	pl	SPACE
królestwo kambodży	pl	SPACE
królestwo belgii	pl	SPACE
królestwo bahrajnu	pl	SPACE
koziorożec alpejski	pl	SPACE
kość słoniowa	pl	SPACE
koreańska republika ludowo-demokratyczna	pl	SPACE -
koreańska republika ludowo-demokratyczna	pl	- SPACE
koper ogrodowy	pl	SPACE
konwalia majowa	pl	SPACE
kod genetyczny	pl	SPACE
klon jesionolistny	pl	SPACE
karczoch zwyczajny	pl	SPACE
karaś złocisty	pl	SPACE
kara śmierci	pl	SPACE
kapitał obrotowy	pl	SPACE
jordańskie królestwo haszymidzkie	pl	SPACE
jedwabnik morwowy	pl	SPACE
jama brzuszna	pl	SPACE
islamska republika pakistanu	pl	SPACE
islamska republika iranu	pl	SPACE
inżynieria lądowa i wodna	pl	SPACE
indie zachodnie	pl	SPACE
hormony płciowe	pl	SPACE
hodowla roślin	pl	SPACE
handel wymienny	pl	SPACE
handel wewnętrzny	pl	SPACE
handel hurtowy	pl	SPACE
gwiazda betlejemska	pl	SPACE
gospodarka rynkowa	pl	SPACE
gospodarka leśna	pl	SPACE
górna wolta	pl	SPACE
gorczyca biała	pl	SPACE
geografia fizyczna	pl	SPACE
gaz cieplarniany	pl	SPACE
fizjologia roślin	pl	SPACE
fizjologia człowieka	pl	SPACE
fenkuł włoski	pl	SPACE
federalna republika somalii	pl	SPACE
fasola szparagowa	pl	SPACE
erozja wodna	pl	SPACE
energia wodna	pl	SPACE
energetyka wiatrowa	pl	SPACE
elektrownia jądrowa	pl	SPACE
ekologia zwierząt	pl	SPACE
ekologia człowieka	pl	SPACE
dwutlenek krzemu	pl	SPACE
dwutlenek azotu	pl	SPACE
dur brzuszny	pl	SPACE
dryf genetyczny	pl	SPACE
drewno opałowe	pl	SPACE
dobrostan zwierząt	pl	SPACE
ditlenek węgla	pl	SPACE
dializa otrzewnowa	pl	SPACE
diagnostyka różnicowa	pl	SPACE
demokracja ludowa	pl	SPACE
dane statystyczne	pl	SPACE
daleki wschód	pl	SPACE
dąb szypułkowy	pl	SPACE
czarnuszka siewna	pl	SPACE
cynamonowiec kamforowy	pl	SPACE
cykoria endywia	pl	SPACE
ciek wodny	pl	SPACE
ciąża pozamaciczna	pl	SPACE
ciąża mnoga	pl	SPACE
ciało obce	pl	SPACE
choroba pasożytnicza	pl	SPACE
choroba odzwierzęca	pl	SPACE
choroba mareka	pl	SPACE
choroba chagasa	pl	SPACE
choroba alzheimera	pl	SPACE
chmiel zwyczajny	pl	SPACE
chlorek wapnia	pl	SPACE
chlorek potasu	pl	SPACE
chirurgia weterynaryjna	pl	SPACE
chemia organiczna	pl	SPACE
chemia jądrowa	pl	SPACE
cesarskie cięcie	pl	SPACE
bydło domowe	pl	SPACE
burak pastewny	pl	SPACE
burak liściowy	pl	SPACE
budownictwo wodne	pl	SPACE
brudnica nieparka	pl	SPACE
broń masowego rażenia	pl	SPACE
broń biologiczna	pl	SPACE
borówka czarna	pl	SPACE
borówka bagienna	pl	SPACE
bilans płatniczy	pl	SPACE
bilans energetyczny	pl	SPACE
bezpieczeństwo pracy	pl	SPACE
bank genów	pl	SPACE
babka lancetowata	pl	SPACE
azja zachodnia	pl	SPACE
azja centralna	pl	SPACE
aparat golgiego	pl	SPACE
anhydraza węglanowa	pl	SPACE
analiza wariancji	pl	SPACE
analiza spektralna	pl	SPACE
analiza ekonomiczna	pl	SPACE
alokacja zasobów	pl	SPACE
alergia pokarmowa	pl	SPACE
aktywność słoneczna	pl	SPACE
agar-agar	pl	-
afryka środkowa	pl	SPACE
żywność funkcjonalna	pl	SPACE
zwierzęta futerkowe	pl	SPACE
zwierzęta domowe	pl	SPACE
zwierzę domowe	pl	SPACE
związki organiczne	pl	SPACE
związki nieorganiczne	pl	SPACE
związki heterocykliczne	pl	SPACE
związek myanmar	pl	SPACE
zwalczanie szkodników	pl	SPACE
zsiadłe mleko	pl	SPACE
zrywka drewna	pl	SPACE
zrównoważony rozwój	pl	SPACE
żółw zielony	pl	SPACE
znak towarowy	pl	SPACE
zmienność genetyczna	pl	SPACE
zmiany klimatu	pl	SPACE
złocień maruna	pl	SPACE
zjednoczona republika tanzanii	pl	SPACE
zjednoczona republika arabska	pl	SPACE
ziemia okrzemkowa	pl	SPACE
zielony przylądek	pl	SPACE
zgorzel siewek	pl	SPACE
zgnilec europejski	pl	SPACE
zespół marfana	pl	SPACE
zespół downa	pl	SPACE
zespół aspergera	pl	SPACE
żeń-szeń	pl	-
zdrowie psychiczne	pl	SPACE
zatoki przynosowe	pl	SPACE
zatoka botnicka	pl	SPACE
zasoby ludzkie	pl	SPACE
zarządzanie środowiskiem	pl	SPACE
zarządzanie kryzysowe	pl	SPACE
zapłodnienie in vitro	pl	SPACE
zapalenie trzustki	pl	SPACE
zapalenie tkanki łącznej	pl	SPACE
zapalenie stawów	pl	SPACE
zapalenie spojówek	pl	SPACE
zapalenie rogówki	pl	SPACE
zapalenie płuc	pl	SPACE
zapalenie pęcherza moczowego	pl	SPACE
zapalenie otrzewnej	pl	SPACE
zapalenie oskrzeli	pl	SPACE
zapalenie opłucnej	pl	SPACE
zapalenie mięśnia sercowego	pl	SPACE
zanieczyszczenie wody	pl	SPACE
zanieczyszczenie powietrza	pl	SPACE
zakład karny	pl	SPACE
wyspy zielonego przylądka	pl	SPACE
wyspy marshalla	pl	SPACE
wyspy brytyjskie	pl	SPACE
wysokość bezwzględna	pl	SPACE
wypadek przy pracy	pl	SPACE
wykształcenie wyższe	pl	SPACE
wychowanie fizyczne	pl	SPACE
wspólny rynek	pl	SPACE
wspólnota europejska	pl	SPACE
współczynnik odbicia	pl	SPACE
wrzód żołądka	pl	SPACE
wojna domowa	pl	SPACE
wodzian chloralu	pl	SPACE
wody powierzchniowe	pl	SPACE
wodorowęglan sodu	pl	SPACE
wodorotlenek amonu	pl	SPACE
włośnica ber	pl	SPACE
włókno szklane	pl	SPACE
własność intelektualna	pl	SPACE
witamina k	pl	SPACE
witamina b6	pl	SPACE
witamina a	pl	SPACE
wino czerwone	pl	SPACE
wilgotność względna	pl	SPACE
wilczy głód	pl	SPACE
wiesiołek dwuletni	pl	SPACE
wierzba wiciowa	pl	SPACE
wierzba krucha	pl	SPACE
wiechlina łąkowa	pl	SPACE
wiązanie azotu	pl	SPACE
wentylacja płuc	pl	SPACE
węgierska republika ludowa	pl	SPACE
warunki pracy	pl	SPACE
warstwa wodonośna	pl	SPACE
wał korbowy	pl	SPACE
użytkowanie gruntów	pl	SPACE
usuwanie odpadów	pl	SPACE
układ słoneczny	pl	SPACE
układ naczyniowy	pl	SPACE
układ moczowo-płciowy	pl	SPACE -
układ moczowo-płciowy	pl	- SPACE
układ krwionośny	pl	SPACE
układ chłonny	pl	SPACE
ucho środkowe	pl	SPACE
ubezpieczenie na życie	pl	SPACE
tytoń szlachetny	pl	SPACE
twardość wody	pl	SPACE
turystyka seksualna	pl	SPACE
tuńczyk biały	pl	SPACE
transport kolejowy	pl	SPACE
transformacja genetyczna	pl	SPACE
trąbka słuchowa	pl	SPACE
tożsamość płciowa	pl	SPACE
topola biała	pl	SPACE
tlenek etylenu	pl	SPACE
temperatura wrzenia	pl	SPACE
temperatura krzepnięcia	pl	SPACE
temperatura ciała	pl	SPACE
telewizja kablowa	pl	SPACE
sztuczny satelita	pl	SPACE
szpik kostny	pl	SPACE
szparag lekarski	pl	SPACE
szop pracz	pl	SPACE
